Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,182.99000549316406,187.77000427246094,181.9199981689453,186.60000610351562,159.736572265625,1744800
2017-01-04,186.52000427246094,186.69000244140625,183.94000244140625,184.1699981689453,157.6563720703125,1405600
2017-01-05,185.1999969482422,186.9499969482422,183.64999389648438,185.6999969482422,158.96607971191406,1236900
2017-01-06,186.42999267578125,188.42999267578125,184.5800018310547,185.07000732421875,158.42677307128906,1140500
2017-01-09,183.94000244140625,184.80999755859375,181.05999755859375,182.60000610351562,156.3123779296875,1219100
2017-01-10,183.2899932861328,183.2899932861328,180.24000549316406,181.27000427246094,155.173828125,1386900
2017-01-11,182.35000610351562,184.3300018310547,179.82000732421875,182.88999938964844,156.56060791015625,1493900
2017-01-12,184.25,184.6300048828125,181.52999877929688,182.55999755859375,156.2781219482422,1060900
2017-01-13,181.4600067138672,182.83999633789062,180.5500030517578,181.97000122070312,155.77305603027344,900400
2017-01-17,182.60000610351562,183.39999389648438,180.0,181.02000427246094,154.95985412597656,1202800
2017-01-18,179.82000732421875,184.17999267578125,179.58999633789062,183.00999450683594,156.6633758544922,1643900
2017-01-19,183.0,186.3300018310547,183.0,183.9499969482422,157.468017578125,1298300
2017-01-20,186.24000549316406,187.74000549316406,184.44000244140625,184.97000122070312,158.34115600585938,1289400
2017-01-23,183.60000610351562,185.13999938964844,181.16000366210938,182.89999389648438,156.56918334960938,1345100
2017-01-24,183.00999450683594,183.97999572753906,180.35000610351562,180.75,154.72869873046875,1830900
2017-01-25,180.35000610351562,181.91000366210938,179.85000610351562,180.27000427246094,154.31784057617188,1430900
2017-01-26,180.83999633789062,183.72999572753906,180.50999450683594,182.22999572753906,155.9956512451172,1217300
2017-01-27,181.1699981689453,182.11000061035156,180.4499969482422,181.4600067138672,155.3365020751953,1132500
2017-01-30,181.10000610351562,181.11000061035156,178.0,178.8000030517578,153.05943298339844,1393900
2017-01-31,179.25999450683594,180.3000030517578,177.74000549316406,180.22999572753906,154.2835693359375,1158600
2017-02-01,181.4600067138672,181.77999877929688,177.97000122070312,180.66000366210938,154.65167236328125,1480500
2017-02-02,180.66000366210938,183.49000549316406,178.13999938964844,183.4600067138672,157.048583984375,1570600
2017-02-03,182.82000732421875,185.8800048828125,182.42999267578125,183.83999633789062,157.3738555908203,1356600
2017-02-06,184.61000061035156,185.72000122070312,180.0,181.0800018310547,155.01116943359375,2026200
2017-02-07,179.8800048828125,181.07000732421875,174.10000610351562,174.9499969482422,149.76370239257812,2141500
2017-02-08,175.17999267578125,183.67999267578125,168.1300048828125,181.67999267578125,155.52481079101562,4655500
2017-02-09,181.67999267578125,193.36000061035156,181.67999267578125,191.58999633789062,164.00811767578125,3825500
2017-02-10,193.6199951171875,195.0,192.3300018310547,194.4600067138672,166.46498107910156,2982700
2017-02-13,193.8300018310547,197.77000427246094,193.0500030517578,197.0399932861328,168.673583984375,2506900
2017-02-14,197.3000030517578,199.8300018310547,194.47000122070312,198.89999389648438,170.26576232910156,1922700
2017-02-15,198.41000366210938,199.39999389648438,196.30999755859375,197.72000122070312,169.2556915283203,2306400
2017-02-16,197.97000122070312,198.64999389648438,192.89999389648438,193.2100067138672,165.3949432373047,1946000
2017-02-17,191.3000030517578,195.41000366210938,191.3000030517578,192.0,164.359130859375,1569400
2017-02-21,194.38999938964844,196.91000366210938,193.5,193.66000366210938,165.78016662597656,2031500
2017-02-22,192.2899932861328,194.30999755859375,187.7100067138672,188.1300048828125,161.04629516601562,2131900
2017-02-23,191.0,191.02000427246094,184.3000030517578,184.94000244140625,158.31552124023438,2588700
2017-02-24,183.9499969482422,186.75999450683594,182.9499969482422,185.36000061035156,158.67506408691406,1932500
2017-02-27,187.1300048828125,187.88999938964844,185.4499969482422,186.72000122070312,159.83924865722656,1974500
2017-02-28,185.8699951171875,186.41000366210938,184.14999389648438,185.97000122070312,159.1972198486328,1528900
2017-03-01,188.5,194.0800018310547,187.92999267578125,193.52000427246094,165.66029357910156,2216700
2017-03-02,191.55999755859375,193.5,190.88999938964844,191.1699981689453,163.64859008789062,1433800
2017-03-03,190.77999877929688,194.57000732421875,190.6300048828125,194.17999267578125,166.22528076171875,1797200
2017-03-06,194.35000610351562,194.74000549316406,192.36000061035156,194.00999450683594,166.07977294921875,1311400
2017-03-07,194.30999755859375,196.0,192.91000366210938,193.94000244140625,166.01983642578125,1515900
2017-03-08,192.99000549316406,194.30999755859375,183.6999969482422,184.25,157.72483825683594,2726600
2017-03-09,182.57000732421875,188.08999633789062,181.6699981689453,187.75,160.7209930419922,3143200
2017-03-10,188.6300048828125,189.3699951171875,183.67999267578125,184.72000122070312,158.1271514892578,2339600
2017-03-13,185.0,185.8300018310547,183.6199951171875,184.41000366210938,157.86180114746094,1096700
2017-03-14,182.1199951171875,182.2100067138672,177.0,179.30999755859375,153.49603271484375,3869200
2017-03-15,181.11000061035156,185.11000061035156,178.2100067138672,184.13999938964844,157.6306915283203,2353100
2017-03-16,184.3000030517578,184.97000122070312,181.72000122070312,183.36000061035156,156.9629669189453,1344800
2017-03-17,184.97000122070312,186.22999572753906,184.50999450683594,184.7899932861328,158.1870880126953,1858000
2017-03-20,183.14999389648438,184.6300048828125,181.61000061035156,183.99000549316406,157.5022430419922,1441800
2017-03-21,185.3300018310547,186.38999938964844,181.7100067138672,182.3000030517578,156.05557250976562,1716300
2017-03-22,181.82000732421875,183.6699981689453,180.33999633789062,182.3300018310547,156.08126831054688,1195000
2017-03-23,182.08999633789062,184.08999633789062,181.13999938964844,181.5500030517578,155.4135284423828,1016200
2017-03-24,182.14999389648438,182.33999633789062,180.33999633789062,180.91000366210938,154.86569213867188,1022900
2017-03-27,178.47000122070312,181.05999755859375,178.0399932861328,180.39999389648438,154.42909240722656,1296500
2017-03-28,180.5,185.9199981689453,180.10000610351562,185.3699951171875,158.68360900878906,2078200
2017-03-29,185.5,189.22999572753906,184.2899932861328,188.32000732421875,161.2436981201172,1118600
2017-03-30,189.5,189.91000366210938,182.0399932861328,182.47999572753906,156.2433624267578,8114200
2017-03-31,183.19000244140625,186.8300018310547,183.0,186.22999572753906,159.45420837402344,2605000
2017-04-03,186.14999389648438,186.72999572753906,183.08999633789062,185.47999572753906,158.81202697753906,1943300
2017-04-04,186.60000610351562,187.8800048828125,184.3800048828125,187.80999755859375,160.8070068359375,1104300
2017-04-05,189.42999267578125,192.33999633789062,187.52000427246094,188.3000030517578,161.22659301757812,3121000
2017-04-06,188.8300018310547,190.9600067138672,187.91000366210938,190.44000244140625,163.0588836669922,1330400
2017-04-07,190.52000427246094,192.02999877929688,189.32000732421875,189.8300018310547,162.53659057617188,1089800
2017-04-10,190.52000427246094,192.92999267578125,190.0,190.33999633789062,162.97328186035156,1509300
2017-04-11,190.64999389648438,190.8699951171875,187.80999755859375,189.9499969482422,162.63931274414062,1075300
2017-04-12,189.97999572753906,191.02999877929688,186.17999267578125,186.89999389648438,160.0278778076172,1446600
2017-04-13,186.72000122070312,187.52000427246094,181.22999572753906,182.05999755859375,155.8837432861328,1374400
2017-04-17,182.50999450683594,183.27000427246094,181.00999450683594,183.00999450683594,156.6971435546875,1330100
2017-04-18,181.36000061035156,183.6300048828125,179.14999389648438,180.6300048828125,154.65936279296875,1406300
2017-04-19,180.72000122070312,181.33999633789062,173.80999755859375,175.05999755859375,149.89016723632812,1980500
2017-04-20,175.5500030517578,176.57000732421875,174.1699981689453,174.44000244140625,149.3593292236328,1664100
2017-04-21,173.97000122070312,175.8000030517578,172.0,174.6300048828125,149.5220489501953,1750300
2017-04-24,176.6300048828125,176.66000366210938,173.7100067138672,175.72000122070312,150.45530700683594,1534200
2017-04-25,177.22999572753906,179.10000610351562,175.8699951171875,178.35000610351562,152.70718383789062,1734500
2017-04-26,176.69000244140625,180.0,176.25999450683594,176.91000366210938,151.47422790527344,1133200
2017-04-27,175.2100067138672,176.07000732421875,170.58999633789062,172.36000061035156,147.57838439941406,2579300
2017-04-28,173.19000244140625,174.5399932861328,171.4199981689453,172.99000549316406,148.11782836914062,1874800
2017-05-01,173.33999633789062,173.72000122070312,171.16000366210938,172.42999267578125,147.63832092285156,1672800
2017-05-02,172.6699981689453,173.47999572753906,168.7100067138672,170.44000244140625,145.9344482421875,1599800
2017-05-03,170.0500030517578,172.6300048828125,169.49000549316406,170.80999755859375,146.25123596191406,2625800
2017-05-04,165.52999877929688,168.0,162.3300018310547,165.6300048828125,141.81602478027344,3850400
2017-05-05,166.32000732421875,170.35000610351562,165.77000427246094,169.61000061035156,145.22377014160156,2424700
2017-05-08,169.6199951171875,173.0399932861328,169.17999267578125,172.4600067138672,147.66403198242188,2231600
2017-05-09,172.33999633789062,172.8699951171875,168.91000366210938,169.47999572753906,145.1124725341797,1135700
2017-05-10,170.5,173.02999877929688,169.4199981689453,171.27000427246094,146.64512634277344,1538500
2017-05-11,172.69000244140625,172.89999389648438,170.50999450683594,171.25999450683594,146.63653564453125,1455500
2017-05-12,170.85000610351562,172.72000122070312,170.00999450683594,171.63999938964844,146.96189880371094,1305600
2017-05-15,175.11000061035156,175.66000366210938,173.3000030517578,173.85000610351562,148.8541717529297,1713800
2017-05-16,174.35000610351562,175.52999877929688,173.49000549316406,174.7899932861328,149.65899658203125,1869000
2017-05-17,174.7899932861328,175.5500030517578,172.5500030517578,173.24000549316406,148.33189392089844,1788400
2017-05-18,172.2100067138672,173.9600067138672,171.22000122070312,172.75,147.91232299804688,1586900
2017-05-19,173.7100067138672,177.86000061035156,172.99000549316406,176.6199951171875,151.22589111328125,1960200
2017-05-22,177.6699981689453,177.6699981689453,173.0500030517578,173.55999755859375,148.60586547851562,1228200
2017-05-23,173.0,174.14999389648438,171.52000427246094,173.74000549316406,148.75997924804688,1207500
2017-05-24,173.89999389648438,174.69000244140625,172.27999877929688,173.66000366210938,148.69149780273438,1200100
2017-05-25,172.5500030517578,174.97000122070312,167.11000061035156,168.6199951171875,144.3761444091797,1613000
2017-05-26,169.17999267578125,170.5800018310547,168.0800018310547,170.24000549316406,145.76319885253906,1109600
2017-05-30,168.80999755859375,169.02000427246094,165.0,165.0800018310547,141.34512329101562,1627300
2017-05-31,163.60000610351562,167.11000061035156,162.5399932861328,166.86000061035156,142.86915588378906,2305700
2017-06-01,167.47999572753906,168.6300048828125,165.64999389648438,166.97000122070312,142.96336364746094,1303400
2017-06-02,165.66000366210938,166.66000366210938,163.52000427246094,164.8800048828125,141.17385864257812,1605000
2017-06-05,164.4199981689453,166.10000610351562,163.8000030517578,165.50999450683594,141.71328735351562,1148900
2017-06-06,164.80999755859375,168.9499969482422,164.27999877929688,168.7100067138672,144.4532012939453,1565200
2017-06-07,167.7899932861328,168.9199981689453,164.0,164.9600067138672,141.24237060546875,2019300
2017-06-08,164.9600067138672,166.42999267578125,163.1300048828125,163.42999267578125,139.9323272705078,1636000
2017-06-09,164.05999755859375,169.7100067138672,163.92999267578125,169.4499969482422,145.08682250976562,1626000
2017-06-12,171.14999389648438,172.39999389648438,167.80999755859375,167.80999755859375,143.6825714111328,1998400
2017-06-13,167.85000610351562,169.44000244140625,166.52000427246094,168.75,144.48745727539062,1552200
2017-06-14,167.49000549316406,167.57000732421875,161.6300048828125,164.86000061035156,141.15670776367188,2466700
2017-06-15,164.17999267578125,164.4199981689453,156.30999755859375,158.02000427246094,135.3001708984375,2998700
2017-06-16,158.63999938964844,159.07000732421875,155.8300018310547,158.7899932861328,135.95945739746094,2575900
2017-06-19,158.89999389648438,161.1300048828125,158.1999969482422,158.7899932861328,135.95945739746094,1686900
2017-06-20,155.7100067138672,158.47000122070312,153.4199981689453,157.8800048828125,135.1802978515625,1998600
2017-06-21,157.57000732421875,160.02999877929688,153.6999969482422,155.02999877929688,132.7400665283203,1868000
2017-06-22,155.27999877929688,158.25,154.07000732421875,154.75,132.50035095214844,1586300
2017-06-23,154.72000122070312,156.6300048828125,154.44000244140625,155.92999267578125,133.51065063476562,1836200
2017-06-26,156.85000610351562,156.91000366210938,154.10000610351562,155.2100067138672,132.8942108154297,1172500
2017-06-27,156.14999389648438,156.89999389648438,153.97999572753906,154.27000427246094,132.08937072753906,1699800
2017-06-28,154.49000549316406,156.9499969482422,153.5,155.66000366210938,133.2794952392578,2257300
2017-06-29,156.25,159.50999450683594,155.72000122070312,158.47000122070312,135.68548583984375,2183700
2017-06-30,159.44000244140625,160.8699951171875,157.9499969482422,159.5800018310547,136.63592529296875,1500900
2017-07-03,160.39999389648438,163.4600067138672,158.77999877929688,162.77000427246094,139.3672332763672,961500
2017-07-05,161.5,161.97000122070312,158.0399932861328,159.41000366210938,136.49034118652344,1305300
2017-07-06,159.67999267578125,160.8000030517578,156.4199981689453,156.99000549316406,134.41827392578125,1371700
2017-07-07,155.97999572753906,156.5800018310547,153.10000610351562,156.02999877929688,133.5962677001953,1104100
2017-07-10,155.57000732421875,158.8699951171875,155.22000122070312,158.47000122070312,135.68548583984375,892800
2017-07-11,158.47999572753906,160.83999633789062,156.85000610351562,160.3800048828125,137.3208465576172,1447200
2017-07-12,162.19000244140625,163.44000244140625,159.3800048828125,160.11000061035156,137.0896759033203,1479300
2017-07-13,159.97000122070312,161.9600067138672,159.39999389648438,160.64999389648438,137.55206298828125,943800
2017-07-14,160.8699951171875,162.4499969482422,160.52000427246094,160.94000244140625,137.80032348632812,670500
2017-07-17,160.27000427246094,162.9600067138672,160.25,162.8300018310547,139.41860961914062,1191900
2017-07-18,164.0,164.0,159.89999389648438,161.5,138.27984619140625,966200
2017-07-19,160.99000549316406,164.36000061035156,160.99000549316406,163.94000244140625,140.3690185546875,1669100
2017-07-20,164.83999633789062,166.2899932861328,163.05999755859375,163.27999877929688,139.80389404296875,1522100
2017-07-21,163.07000732421875,163.8699951171875,159.97999572753906,160.2100067138672,137.17527770996094,1359400
2017-07-24,160.6699981689453,162.0,159.8699951171875,160.10000610351562,137.08111572265625,1082900
2017-07-25,162.8699951171875,165.0,162.17999267578125,162.60000610351562,139.22171020507812,1444900
2017-07-26,163.44000244140625,165.47000122070312,162.3800048828125,162.60000610351562,139.22171020507812,1083000
2017-07-27,162.3800048828125,163.9499969482422,161.5,163.89999389648438,140.33474731445312,1224600
2017-07-28,163.89999389648438,166.05999755859375,161.22999572753906,161.41000366210938,138.2027587890625,1663100
2017-07-31,160.77999877929688,164.50999450683594,160.25999450683594,163.10000610351562,139.64979553222656,1450400
2017-08-01,163.2899932861328,164.75,161.88999938964844,163.27000427246094,139.7953338623047,1429500
2017-08-02,163.27000427246094,163.27000427246094,137.3000030517578,145.67999267578125,124.73438262939453,12787200
2017-08-03,145.72000122070312,146.11000061035156,134.67999267578125,135.1199951171875,115.69269561767578,6881400
2017-08-04,135.0,135.52000427246094,130.3800048828125,135.33999633789062,115.88105773925781,7267400
2017-08-07,134.39999389648438,134.9600067138672,128.5,129.63999938964844,111.00059509277344,3842000
2017-08-08,130.3800048828125,136.05999755859375,129.25,135.3800048828125,115.91531372070312,5585500
2017-08-09,135.6999969482422,137.63999938964844,134.85000610351562,137.5500030517578,117.77332305908203,3992800
2017-08-10,137.5500030517578,138.19000244140625,134.7100067138672,135.25999450683594,115.81256103515625,2191100
2017-08-11,134.60000610351562,136.1300048828125,133.50999450683594,134.02000427246094,114.75086212158203,1500100
2017-08-14,134.07000732421875,134.5,132.58999633789062,132.83999633789062,113.74051666259766,1403600
2017-08-15,133.30999755859375,134.22999572753906,132.0,133.6999969482422,114.47686767578125,1770900
2017-08-16,134.14999389648438,134.92999267578125,130.61000061035156,131.6300048828125,112.70450592041016,1488700
2017-08-17,131.22000122070312,132.83999633789062,131.13999938964844,131.27000427246094,112.39625549316406,1615400
2017-08-18,131.36000061035156,133.1999969482422,130.5500030517578,131.9499969482422,112.97845458984375,1271000
2017-08-21,131.5,132.13999938964844,127.83999633789062,127.94000244140625,109.5450210571289,2213400
2017-08-22,128.11000061035156,129.72999572753906,127.44000244140625,128.05999755859375,109.64775848388672,1861000
2017-08-23,128.1199951171875,130.86000061035156,127.97000122070312,129.7100067138672,111.06055450439453,1284400
2017-08-24,129.32000732421875,129.52000427246094,127.68000030517578,128.41000366210938,109.94744873046875,970400
2017-08-25,129.0,129.91000366210938,127.55999755859375,129.1999969482422,110.62385559082031,1266800
2017-08-28,128.9199981689453,129.1300048828125,125.93000030517578,128.4600067138672,109.9902572631836,1525700
2017-08-29,127.08000183105469,128.16000366210938,125.45999908447266,127.95999908447266,109.56214904785156,1677900
2017-08-30,127.62999725341797,130.1699981689453,126.5,128.8000030517578,110.2813949584961,1366300
2017-08-31,129.82000732421875,130.69000244140625,128.50999450683594,129.64999389648438,111.0091552734375,1296700
2017-09-01,130.0,131.75,128.6999969482422,130.63999938964844,111.8568344116211,1204600
2017-09-05,131.6699981689453,133.07000732421875,130.1199951171875,131.1300048828125,112.2763671875,1152100
2017-09-06,132.44000244140625,134.10000610351562,131.77000427246094,133.0800018310547,113.94599914550781,1648700
2017-09-07,132.7899932861328,133.0399932861328,130.88999938964844,131.77999877929688,112.83291625976562,1258100
2017-09-08,131.3699951171875,131.42999267578125,127.26000213623047,128.5,110.0245132446289,1870000
2017-09-11,128.97999572753906,130.74000549316406,127.95999908447266,129.69000244140625,111.04341125488281,1489800
2017-09-12,129.69000244140625,131.36000061035156,129.35000610351562,129.9199981689453,111.2403335571289,1227100
2017-09-13,130.44000244140625,136.00999450683594,130.44000244140625,135.50999450683594,116.026611328125,2359000
2017-09-14,136.52000427246094,138.25999450683594,136.11000061035156,136.92999267578125,117.24244689941406,2761400
2017-09-15,137.0800018310547,137.35000610351562,135.49000549316406,136.92999267578125,117.24244689941406,2246900
2017-09-18,135.8699951171875,137.36000061035156,135.30999755859375,137.0,117.3023681640625,1217500
2017-09-19,137.1300048828125,137.49000549316406,136.2100067138672,137.08999633789062,117.37947845458984,1032100
2017-09-20,137.5,141.42999267578125,137.5,141.27000427246094,120.9584732055664,2025300
2017-09-21,141.0500030517578,142.3800048828125,140.22999572753906,142.00999450683594,121.592041015625,2056100
2017-09-22,141.2100067138672,144.13999938964844,141.14999389648438,144.00999450683594,123.30449676513672,1546200
2017-09-25,144.66000366210938,147.1699981689453,144.66000366210938,146.66000366210938,125.5734634399414,3300900
2017-09-26,145.8300018310547,148.24000549316406,144.9199981689453,147.5800018310547,126.3612289428711,1714400
2017-09-27,148.27999877929688,149.6199951171875,146.8800048828125,149.5800018310547,128.07363891601562,2514000
2017-09-28,149.5500030517578,150.6699981689453,146.7899932861328,147.5500030517578,126.36932373046875,1425200
2017-09-29,146.97000122070312,148.05999755859375,145.1999969482422,147.5399932861328,126.36076354980469,1290700
2017-10-02,145.69000244140625,151.32000732421875,144.5,151.2899932861328,129.57247924804688,2023700
2017-10-03,151.0,154.1699981689453,150.2100067138672,153.00999450683594,131.0455322265625,2246700
2017-10-04,152.50999450683594,153.2899932861328,150.57000732421875,151.75999450683594,129.97499084472656,1875900
2017-10-05,152.10000610351562,152.88999938964844,150.27999877929688,151.16000366210938,129.4611358642578,1338100
2017-10-06,149.88999938964844,150.72999572753906,149.11000061035156,150.47000122070312,128.8701629638672,1215600
2017-10-09,150.6699981689453,151.44000244140625,149.5800018310547,150.9600067138672,129.2898406982422,946100
2017-10-10,152.25,152.77000427246094,150.27000427246094,150.6699981689453,129.04144287109375,2014600
2017-10-11,150.66000366210938,150.69000244140625,147.9199981689453,149.00999450683594,127.61973571777344,1681000
2017-10-12,147.6699981689453,149.7899932861328,145.9499969482422,146.24000549316406,125.24738311767578,2473100
2017-10-13,147.7100067138672,147.89999389648438,143.75,143.9199981689453,123.26042175292969,2272700
2017-10-16,145.08999633789062,145.64999389648438,142.8800048828125,143.69000244140625,123.06343841552734,1906200
2017-10-17,143.6999969482422,145.52999877929688,142.36000061035156,145.35000610351562,124.4851303100586,1525700
2017-10-18,145.75,147.6300048828125,144.83999633789062,145.08999633789062,124.26246643066406,1363300
2017-10-19,143.33999633789062,146.00999450683594,142.52999877929688,142.97999572753906,122.45536804199219,1365600
2017-10-20,143.69000244140625,145.75999450683594,142.9600067138672,144.75,123.9712905883789,2176800
